quote,name,date
"The Digital Humanities are  – or should be – a movement in the Humanities that aims to design, develop, promote, and use digital tools to support work – academic or not – in the various disciplines of the Humanities. It strongly encourages, benefits from, and contributes to interdisciplinary practices, including beyond the Humanities. I hope that these practices will soon be so natural to the Humanities that they won’t need to be qualified Digital anymore.","Segolene Tarte","2011-01-01"
"I define Digital Humanities as a praxis and also as a field, and in this way it reminds me of Romanticism, also a praxis and a field in my opinion. As a practice, DH involves making and/or thinking about digital objects or entities that participate in or contribute to Humanities disciplines. As a field, it perhaps includes the growing body of electronic literary texts (either e-born or book-born) and archival projects as well as theory and criticism related to digital technologies. I'm sure I'm leaving something out, but this is a start.","Kirstyn Leuner","2011-01-01"
"Studying what makes us tick using digital resources","Elton Barker","2011-01-01"
"The digital humanities is what digital humanists do.  What digital humanists do depends largely on academic discipline but also on level of technical expertise.  Each discipline, with varying degrees of intensity, has over the years developed a set of favored methods, tools, and interests that, although shared with other disciplines, remains connected to the discipline.  The task of the digital humanities, as a trans-curricular practice, is to bring these practitioners into communication with each other, and to cultivate a discourse that captures the shared praxis of bringing technologies of representation, computation, and communication to bear on the work of interpretation that defines the humanities.","Rafael Alvarado","2011-01-01"
"Humanity (and not just the humanities) mediated through the largest extant body politic. A global vehicle (and personal prosthetic) for containing what it is to be human and humanist--within and without the academy.","Robert Long","2011-01-01"
"Somewhere between a toolset and a mindset, to do DH is to confront the assumptions and implications of the long analog history of the word.","Matthew Fisher","2011-01-01"
"The intersection of humanities and computer technologies","Lorna Richardson","2011-01-01"
"Digital Humanities: A riddle the humanist has to tackle now if he wants to be a contemporary of his own time. — See also: Computer; Conundrum; Humanités numériques.","Aurélien Berra","2011-01-01"
"The practice of the humanities using digital media.","Mike O'Malley","2011-01-01"
"The digital era is being born from the change of the support itself in the Human Sciences thought, with the transformation of our relationship to textuality. This digital turn happens in the context of a crisis in the Human sciences, first a financial crises, but also an institutional and politic one, even if it is softer in Switzerland. In this context, the 'Humanités digitales' – a label diversely interpreted – offer the opportunity to think again our ways of building and transmitting knowledge. The DH are at the same time a practice and a problematic. They include not only the sum total of the digital technologies applied to the Human sciences, but eminently the questioning on the modifications provoked by these technologies, from the point of view of the training et of the knowledge transmission in the Human sciences.","Claire Clivaz","2011-01-01"
"The development of new digital methodologies that, combined with traditional humanities methodologies, expands the kinds of research that humanists can do in their own field and in interdisciplinary projects.","Kalani Craig","2011-01-01"
"For me, the digital humanities encompasses teaching and scholarship based around a commitment to building. Building doesn't necessarily mean coding. For me, building means understanding and critically analyzing how artifacts (writing, music, film, even houses, arguments, and groups of people) are put together, with the intention of being able to produce something out of the mass of objects and relations that make up our world.","Roger Whitson","2011-01-01"
"I think digital humanities is an unfortunate neologism, largely because the humanities itself is a problematic term. The biggest problem is that the tent isn't big enough! I have participated in a number of DH events and they are strikingly similar to things like Science Online.",,"2011-01-01"
"With that said, DH is at its best when it embraces the digital not simply as a means to the traditional ends of scholarship, but when it transforms the nature of what humanists do. The digital allows for scholars, librarians, archivists and curators to engage much more directly with each other and the public. Further, it allows them not simply to write for each other, but to build things for everyone.","Trevor Owens","2011-01-01"
"Digital Humanities to me is any activity that engages computational media to develop and explore ideas relevant to our understanding of literature and culture.","Sigi Jottkandt","2011-01-01"
"The performance of humanities related activities in, through and with digital media.","Christopher Long","2011-01-01"
"A methodological approach that uses digital tools to pursue research in the humanities, and also study of the field of the digital environment.","Michael Cade-Stewart","2011-01-01"
"An obscure association famously made up of isolated people jointly concerned about the materiality of digital surrogates, the virtual qualities of physical relationships between avatars, and the creation of their own simulated utopia.","Alejandro Giacometti","2011-01-01"
"Digital Humanities, at least for me, is an extension of the root Arts and Humanities disciplines. My experience tells me that computing and technology has led to many new resources and even more answers to research questions. Crucially, it's allowed the researchers I've worked closely with to ask new, previously unimaginable questions. Digital Humanities is a culture, a way of thinking, a new set of methods, and a new set of collaborations.","David Beavan","2011-01-01"
"Good question, to which there is no good answer, but rather just more questions. My own interpretation is quite broad, but there are two ways of seeing DH which interest me - one is generous and encompasses all work combining humanities research and digital tools and methodology etc, and the other would be rather narrower in definition, reflecting on the specific contribution which 'the digital' can make to humanities scholarship and on the 'new scholarship' which develops as a result.","Paul Spence","2010-01-01"
"A field of study that looks at the application of digital technology to the research areas of the humanities.  It is not necessarily undertaking that humanities research, but examining the methodology and provision of possibilities for enabling that research or new conceptions of related research. The majority of work in this area, however, gets characterised by those outside the field as IT professionals just doing a bit of programming work for them while uselessly banging on about long-term preservation formats, open data, and not really doing real research.","James Cummings","2010-01-01"
"In a world dominated by digital technology, DH is an attempt to let humanists catch up with the latest computing advances, understand them, criticize them, and eventually be able to determine their evolution 'from the inside'. In terms of a research program, though, DH is still largely undefined. We are still in the 'understanding and criticizing' phase, with only few people moving towards a truly 'creative' phase. We're pulled by the latest technologies developed within the other computing fields, hardly pushing back into these fields our own research results, for they are often perceived as too simplistic, or not generic enough.","Michele Pasin","2010-01-01"
"I define the digital humanities as a methodology and as a field.  I don't see it as the logical telos of the humanities computing tradjectory, but rather as a parallel or sucessive movement. The digital humanities is a beautiful convergence of individuals interested in humanities scholarship, design, born-digital objects, technology and its impact on society, as well as contemporary history and culture.","Dana Solomon","2010-01-01"
"Digital humanities is the synthesis of technical competencies in computing with critical thinking in fields such as history, literary criticism, cultural studies, textual studies, and information management.","Jentery Sayers","2010-01-01"
"A decade ago the humanities comprised academic disciplines that were most easily named by reference to the rules governing the American National Endowment for the Humanities. Digital tools have and are breaking down the distinctions among those disciplines as well as between the traditional 'humanities' and other fields--the arts, for example. Digital tools are encouraging collaborative and open research. Digital tools are forcing us to rethink our definition of academic. Digital tools are re-defining 'scholar.' Digital tools may be pointing the way toward new ways of contemplation and contribution. The digital humanities is both a force for and a record of the ongoing changes.","William Allen","2010-01-01"
"The interaction between two world that cannot anymore be considered separately.","Enrica Salvatori","2010-01-01"
"One upon a time, a Humanist found a computer and looked around to figure out what s/he could do with it...","Jean-Philippe Magué","2010-01-01"
"Humanities research that examines or implements methods made possible by computers.","Amanda Gailey","2010-01-01"
"Develop web and 2.0 activities for research.","Stéphane Pouyllau","2010-01-01"
"Digital Humanities, to me, is the practice of engaging in issues and discussions pertaining to Computing, and applying Humanities-based approaches for examining these issues. Conversely, the same could apply for looking at computing-based issues through a Humanities lens.","Sophia Hoosein","2010-01-01"
"A new collaborative and social way to analyse, investigate, study and show new research themes related to the Humanities, using not only computer and digital technologies but also the web and all the internet applications available.","anna caprarelli","2010-01-01"
"The digital humanities are a diverse area of potential research and inquiry ranging from applying humanities scholarship to computing problems (and vice versa, computing scholarship to humanities problems) to the more cultural and philosophical ideas surrounding our technology influenced world.","Ali Grotkowski","2010-01-01"
"Digital humanities is the utilization of digital technologies and methods that influence how I practice my craft in the humanities. It is directed by the theories about how we engage in various technologies to learn in the humanities. As a historian, I seek to understand how museums and archives engage with digital tools and to understand how individuals utilize such tools to learn about the past.","Brenda M. Trofanenko","2010-01-01"
"Digital Humanities is a difficult concept to define; for me DH explores how and whether we can apply technology to our experience of history, heritage and culture. DH questions how technology changes the environment around us, physical and digital, and discusses whether those changes are for the better. I believe the concept of digital humanities is much more then just humanities computing; as society becomes increasingly digital, it become a way of life and it is important to understand how and why that is happening.","Claire Rosslege","2010-01-01"
"The convergence of computing and humanities scholarship and practices for the purpose of finding new approaches to the study of a given topic.","Craig Harkema","2010-01-01"
"Its a rather 'protean' discipline at the moment, I think.","Charles Travis","2010-01-01"
"humanities by digital means.","franz fischer","2010-01-01"
"Humanism and its universe, digitally.","Guyda Armstrong","2010-01-01"
"Work that engages with the development of digital tools or uses these same tools within the traditional scope of Humanities.","Henriette Roued-Cunliffe","2010-01-01"
"Digital Humanities involves the use of computers, the internet and related technologies to enable the creation and sharing of humanities scholarship in ways not possible in traditional humanities practice. Digital Humanities challenges traditional understandings of the Humanities by fostering interdisciplinary collaborations and providing new perspectives on the objects of humanistic inquiry.","Jason Boyd","2010-01-01"
"Digital Humanities is the deliberate, critical application of emerging technology to the study of traditional subjects such as literature, art, philosophy, and language, often (but not always) with a focus on how those traditional fields are now using emerging technology. We are deliberate and critical when we foreground the study of our own digital tools (for example, the forward-thinking digital humanist prefers the open-source tool to the proprietary one). We apply technology because we must participate in digital culture in order to understand it. Full participation in digital culture means contributing to (creating) the cultural economy, not simply observing (consuming).","Dennis Jerz","2010-01-01"
"There's no way to divide humanities from its digital basis just as there was no way of separating the humanities from their previous (still alive) analog medium, the paper. We live, write, read, learn, work, digitally, and we create, deliver and use every content digitally as well.","Joaquin Rodriguez","2010-01-01"
"Anything that involves production, sharing and co-creation of experience with digital tools.  May also be called local knowledge management.","Joel C. Yuvienco","2010-01-01"
"Using computers to advance scholarship in the humanities.","John Lavagnino","2010-01-01"
"The most concise way that I've defined humanities computing is: a digital component for disciplines in the humanities. Humanities Computing works towards answering 'yes' to questions in the nature of - is this possible? The definition of Digital Humanities can change every day and is something that we're constantly redefining.","Joyce Yu","2010-01-01"
"Bringing digital computing technologies to bear in humanities-based modes of inquiry, and/or bringing humanities-based modes of inquiry to bear in digital computing technologies.","Kathleen Fitzpatrick","2010-01-01"
"Application of computer-based methods for the Humanities. Though, on some occasions, I prefer 'Humanities Computing' to make clearer that these applications often have to be developed and that a lot of basic research is required. What I do not like about the term 'DH' is that it implies that there is digital humanities as opposed to non-digital humanities. But there is not. In the future, computer-based methods will be naturally used by any scholar. It is not like experimental vs. theoretical physics.","Malte Rehbein","2010-01-01"
"Digital Humanities is to me really an umbrella term for 1) 'Code Studies' -- the name proposed by Mark Marino; 2) textual encoding and archival curation; 3) public humanities; 4) data mining and visualization; 5) software engineering.","Laura Mandell","2010-01-01"
"I define Digital Humanities as the natural evolution or extension of traditional academic humanities pursuits specifically through the use of digital technologies.","Michael J. Maguire","2010-01-01"
"Digital humanities is an interdisciplinary, often collaborative meeting place where computing addresses the interests and concerns founded in the humanities (and vice versa). At times, digital humanities is highly applied and, at other times, theoretical and reflective, but always diverse and complex.","milena radzikowska","2010-01-01"
"I think of 'Digital Humanities' is a vague and ambiguous term; in fact, I think it causes a fair amount of confusion both inside and outside of the academy.  DH is an umbrella term that, depending on who you are talking to, covers a huge territory: everything from applied text analysis and corpus stylistics to the more esoteric and theoretical realms of video game criticism.","Matthew Jockers","2010-01-01"
"From using computer in another way than a typewriter to large infrastructures for research : I do prefer a large definition to grab all uses of IT linked to literary studies (which is my field). Ideally, it covers literary studies as well as electronic/hypermediatic literature.","René Audet","2010-01-01"
"It is the intersection between the humanities and computing science and information technology.  It means using computing technologies in humanities work, or making modern information technology the subject of humanities research, or creating humanities-focused technology. Note that its rarer to find the second definition actually being done, which is really too bad.","Silvia Russell, University of Alberta, Canada","2010-01-01"
"The Digital Humanities community continues and extends the traditions initiated within and long held by the conventional humanities teaching and research community; but Digital Humanists adopt computational approaches and technologically-driven methodologies to address traditional humanities problems and to research, respond to, and define new types of humanities problems and inquiry.","Stephanie Schlitz","2010-01-01"
"DH is a research discipline that bridges the gap between engineering and humanities. DH is not simply about engineering software for humanities scholars. Instead, DH is where disciplines from engineering and humanities combine their expertise in dealing with information per se. (And obviously, one potential outcome of such a joint research may be tools that can be used in the humanities.)","Tim Weyrich","2010-01-01"
"Area studies focused on the integration of information and communication technologies (ICT) to research and education in the fields of the Arts and Humanities, and on the development of computing tools to further that research.","Stéphane Thibault","2010-01-01"
"Just as man is, according to Nietzsche, 'the animal whose type is not yet determined' ('das noch nicht festgestellte Tier'), digital humanities are those kind of humanities who are as yet undefined. We cannot yet gauge the full impact of digital corpora on the future of scholarly research. We can only speculate what the effects will be of the increasingly digital nature of scholarly publishing. We do not yet grasp the consequences of applying computational methods to 'traditional' disciplines such as History, Literature, and Theatre Studies. My digital humanities are fundamentally a playground for experimentation.","Thomas Crombez","2010-01-01"
"For me, 'digital humanities' is 'humanities amid the digital capabilities we have'.  Most of my programming and scripting is less about consciously defining new digital paradigms for humanities research and much more about 'eradicating the boring and repetitive research tasks, making my life easier thereby'.","Tara L Andrews","2010-01-01"
"Using digital tools to pursue the traditional concerns of the humanities while simultaneously reflecting on and responding to ways that digital tools, media, and culture are transforming those concerns.","Lewis Ulman","2010-01-01"
"Digital humanities, for me, is heavily weighted toward the improvement of resources for researching and understanding literature and history. I see the digital humanities as not only offering tools to offload or streamline traditional research tasks, but as a way to gain new knowledge that was not previously possible by helping learners see new connections and resonances. Paul Conway speaks of digital archives as able to 'transcend originals', and I think of the digital humanities as taking a set of knowledge sources already available and creating something new through them.","Amanda Visconti","2010-01-01"
"Para mí la Informática Humanística es la disciplina científica que permite acercar los estudios humanísticos a la época actual, utilizando las herramientas, metodologías y medios de difusión nuevo que ha puesto en nuestras manos la informática.","José Manuel Lucía Megías","2010-01-01"
"The use of digital technology, including such tools as computers, video cameras and tape recorders at a minimum, to forward the traditional work of the humanities: the creation, storage and dissemination of critical and creative knowledge.","Keith Dorwick","2010-01-01"
"To me, the digital humanities are about harnessing digital technologies and tools in the quest for understanding and sharing human expression and experience. At their most fruitful, digital technologies offer both scholars and a public audience new ways of seeing and understanding our cultural heritage  and new ways of discerning patterns that were not possible (or were prohibitively difficult) with human analysis alone.","Justine Richardson","2010-01-01"
"It's the coherent and necessary evolution in Humanities research and disclosure. I frankly believe that Digital media is a new tool that can help us expand our possibilities, but it can't and must not replace the traditional methods of gathering and exposing information","Carlos Ariel Páez Martínez","2010-01-01"
"I think that DH is a way to approach computer tools and languages from a critical point of view, to study and (try to) provide more structured and semantic digital contents. In a web of data, where contents are produced, shared and redistributed seamlessly trough different supports and devices (and space and time), this is a crucial issue.","Paolo Sordi","2010-01-01"
"I like to define it as injecting a little humanity into the machine. Bad metaphor?  How about: applying the lens of the social sciences to computing science, and using computing methods in humanities research.",,"2011-01-01"
"But really, 'Digital Humanities' just makes me think its practitioners are the first scholars to accept their cyborg-selves.","Eric Forcier","2010-01-01"
"I think Digital Humanities is a kind of 'fast-acting glue' that allows scholars with different academic backgrounds to collaborate instantly.","Mitsuyuki Inaba","2010-01-01"
"Learning and sharing about who we are as human beings, past and present, through digital media and tools; Helping to develop digital techniques, tools, and methodologies that benefit the study of the humanities.","Jeremy Boggs","2010-01-01"
"I am a non-believer, in this and most things.  Some humanists (very few now) only read and write printed books; some (more and more) read and write only on a computer screen; most of us do both.  Should we have codicological humanists, then?","Peter Robinson","2010-01-01"
"Rather broadly:  humanities teaching and research that makes use of computers and even more importantly internet applications as an integral component of either the teaching or the research.","Larry Swain","2010-01-01"
"Digital Humanities is the use of digital technologies for the pursuit of a greater understanding of the humanities. An example of this would be the use of SQL, which is a database language, and Geographic Information Systems (GIS) to better understand ecclesiastical sites of Medieval Iceland.","John Wall","2010-01-01"
"Digital humanities involves the application of the digital to work in the humanities, practiced self consciously. DH encourages the humanist to engage with the technology and not just to consume it. DH is best experienced as both theory and practice.","Elli Mylonas","2010-01-01"
"Studying the impact of digital technologies on the humanities.  Using emerging ICTs to create as well as study digital cultures and the impact of digital technologies on cultures and literacy practices.","Carl Whithaus","2010-01-01"
"Using computers to see and model what happens when people express themselves and communicate.","Neven Jovanovic","2010-01-01"
"Digital Humanities is a new term that describes what is probably an old activity (or collection of activities) but which gives us a fresh image or metaphor for that work, so that it can be seen with new eyes. It allows for new connections to be made across what were previously very separate fields of interest, which is the essence of imagination and the creation of new knowledge.","Susan Greenberg","2010-01-01"
"Humanist Computing is the application of computational methods and associated tools to address specific humanities research problems. Distinct from general computing approaches, Humanities Computing is embedded within the research concerns of the disciplines and sub-fields that make up the humanities. The methods employed in the field may be used to uncover new knowledge about corpora or to visualise research data in such a way as to uncover additional insights and meaning. Succinctly Humanities Computing is about structuring, analysing and communicating humanistic knowledge in a critical and authorial way using computing technology.","Craig Bellamy","2010-01-01"
"I define it as the use of dataprocessing technology and techniques applied to the development, research, reporting, and teaching of humanities research questions.","Daniel Paul O'Donnell","2010-01-01"
"The digital humanities is the use of digital methods and technologies in humanities teaching and research. Humanities computing, by contrast, can be reserved for the study and development of those methods and technologies.","Geoffrey Rockwell","2010-01-01"
"I'll give the same definition from last year: I broadly define Humanities Computing/Digital Humanities as a field in which scholars within the humanities use or study computers or a digital environment (e.g. the WWW, video games, digital fiction, etc.) in their research. I consider myself to be a digital humanities researcher because I am studying digital short fiction and its communities in my thesis, but also because I sometimes use social science methods and computing tools (online questionnaires, quantitative/qualitative analysis, etc.), which reflects the interdisciplinary nature of humanities computing.","Susan Hesemeier","2010-01-01"
"Digital humanities is a field of study characterized by critical analysis of the relationship between the produced surfaces of digital media and the information structures and cultural structures that produce them; alternatively (or additionally) it is characterized by a critical interest in how humanities scholarship is produced, consumed, and transformed in and through digital media.","Julia Flanders","2010-01-01"
"Digital Humanities is any attempt to incorporate digital understandings or culture into scholarship, pedagogy and service. For my particular reasons, I define Digital Humanities as an attempt to use computing methods to understand 19th Century British literature from a book historians point of view. As a teacher, I use Digital Humanities to create a bridge among myself, my students and our contemporary culture. We use all kinds of tools to get into 19th Century print culture, and not just tools to assess the 19th Century moment but to also create content that can serve as a critique of our own use of tools, such as Twitter, Moodle, ClassSpot, tech-enhanced teaching facilities. For instance, we explore gaming as a way to discuss the technological upheaval of the printing press in the early 1900s. That's just a tidbit of my world as a Digital Humanist.","Katherine D. Harris","2010-01-01"
"for me, its the use of computing technologies to allow humanities research that would otherwise prove impossible.","Melissa Terras","2010-01-01"
"Digital Humanities refers to efforts to link the humanities disciplines with the ever-increasing role of technology in the academy, the scholarly community, and the life of the mind as it is made manifest throughout our evermore global intellectual community. It ranges from undergraduate blogs on energy-savings (sponsored by sustainability initiatives at numerous institutions) to rarified reflections on rhetorical analysis, via word-count searches, of Lord Byron's journals. Digital knowledge-work will define the activity of humanities researchers, scholars, and teachers in the coming decades.  (See also my 2009 definition)","Ashton Nichols","2010-01-01"
"My definition has changed a bit from last year. I continue to regard the digital humanities as a method, or set of methods, as opposed to a full-blown discipline. I subscribe to Unsworth's claim in 'Knowledge Representation' that digital methods are interpretive frameworks to place alongside others, such as new historicism or deconstruction. But I am more sensitive now to the effects that method has on discipline in the first place, and how the distinction is not entirely stable. I also believe that some curricular space should be devoted to media fluency, just as we devote time to writing.","Rafael Alvarado","2010-01-01"
"I prefer the term Humanities Computing as I think 'Digital' is reductive to the Computing Science portion of the term. My definition for that term is: Any project which combines computing problems with humanities methods, humanities problems with computing methods, or the creation of new objects of study that are somewhere on that continuum.","Matthew Bouchard","2010-01-01"
"DH is the use of computing technologies to enhance humanities research and the use of humanities methodologies to enhance computing technologies.  It's hallmark is interdisciplinarity.  DH is about recognizing digital technologies as yet another tool to assist in humanities research - not the only tool -  and also about recognizing that the humanities must play a strong role in shaping digital technologies in the future.","Paul Youngman","2010-01-01"
"the development, study and use of digital tools in the arts and humanities","Stephen Woodruff","2010-01-01"
"Using digital media to explore, create, analyse and decode meanings in cultural products, current affairs and social life.","Alex Sevigny","2010-01-01"
"I think the beginning of my course description for Humanities Computing may be a start: In 1924, I. A. Richards began Principles of Literary Criticism by declaring, “a book is a machine to think with.” As the technology of texts has shifted over the ensuing 85 years, our understanding of the book-machine and how we think about/with it has also evolved. In this course, we will explore non-traditional modes of literature (aka “New Media”) along with computational methods for analyzing texts. We will be working with some of the more advanced aspects of XML, XSLT, XHTML and CSS.  Additionally, we will be considering many theoretical works that have an established place in the Digital Humanities canon . . .","Sara Steger","2010-01-01"
"Modelling and recording traditional humanities data sets in such a way that they can be read by both humans and machines.","Steven Hayes","2010-01-01"
"DH is that which happens digitally in each of the disciplines of the humanities. It is to be distinguished from humanities computing, which is what these separate digital activities have in common and which takes place at some kind of institutional centre, be it physical or notional.","Willard McCarty","2010-01-01"
"Digital Humanies is using digital accesories / equipment / as a modern technical support for studing / researching in Humanities,, e. g. literary science.","Milena Mileva BLAZIC","2010-01-01"
"An ongoing, active, open action to take or develop tools and content that give all scholars access to materials that they need and to encourage sharing of materials. These materials fall mostly into the areas traditionally associated with the humanities. The very activity of aggressively growing research in an open environment will doubtless change the definitions and limitations that former labels gave to us and our disciplines.","William Allen","2009-01-01"
"Digital Humanities is the marriage of two areas of study heretofore considered incompatible - IT and the humanities.  DH primarily involves the use of IT to gain new insights into the humanities.  The keywords are scale, navigation, and exchange.  These tools afford the humanist the ability to analyze large bodies of work on a previously unimagined scale.  They also allow for ease of research/data navigation and provide an efficient means of research/data exchange.  Secondarily, DH involves an analysis of the humanistic implications of information technology.","Paul Youngman","2009-01-01"
"Digital humanities attempts to bring humanistic inquiry and the artifacts of human experience into useful dialogue with digital technology.  It is, at once, a practical and a philosophical endeavor: a matter of building and of theorizing the built.  Practitioners are as likely to be adept at Java as they are post-structuralism; as drawn to the iPhone as they are to Moby Dick; as committed to a kind of optimistic futurism as they are deeply skeptical of a posthuman condition.  Digital humanities is also one of most exciting fields in the humanities today, with a burgeoning community of enthusiasts ranging from undergraduate students to senior scholars.","Stephen Ramsay","2009-01-01"
"The development, study and application of new technology techniques and methods to traditional modes of scholarship.","Stephen Woodruff","2009-01-01"
"Digital Humanities is any attempt to incorporate digital understandings or culture into scholarship, pedagogy and service.  For my particular reasons, I define Digital Humanities as an attempt to use computing methods to understand 19th Century British literature from a book historians point of view.  As a teacher, I use Digital Humanities to create a bridge among myself, my students and our contemporary culture.  We use all kinds of tools to get into 19th Century print culture, and not just tools to assess the 19th Century moment but to also create content that can serve as a critique of our own use of tools, such as Twitter, Moodle, ClassSpot, tech-enhanced teaching facilities.  For instance, we explore gaming as a way to discuss the technological upheaval of the printing press in the early 1900s.  That's just a tidbit of my world as a Digital Humanist.","Katherine D. Harris, San Jose State University","2009-01-01"
"I define humanities computing as the field of study that helps to provide insight into the human condition through digital technologies.  The methods and techniques used in the digital humanities can be varied: algorithms for emergent art, the application of procedural rhetorics to explore sociocultural issues, or the design and analysis of procedures to make computing technologies more human-friendly.  Research methods related to the digital humanities can be hermeneutic (e.g., what are the hidden cultural and social layers within technological practice, and what do they tell us about particular discourse communities?), ontological (e.g., how do I project my own beliefs, desires, and values onto a personal avatar?), or purely practical (e.g., how can I digitize this text to make it available and searchable to those audiences who do not have the means or ability to access a physical copy?) Humanities computing and the digital humanities are of vital importance as they keep technological systems human-centered, leaving room for creativity, exploration, and playfulness.  The famous interdisciplinary German thinker G. W. Leibniz pursued the dream of the Universal Computer as a means for freeing up the human mind for more creative and enjoyable pursuits; although information overload and the increased workload of distributed industries have made this goal quite challenging, I feel that the field of digital humanities does more to advance this philosophy of creative playfulness and exploration perhaps more than any other area of scholarly study.","Rudy McDaniel, University of Central Florida","2009-01-01"
"For me, the digital humanities is not a discipline per se, but a set of beliefs, theories, practices, methods, and artifacts associated with the use of digital technologies to support, extend, and transform traditional humanistic fields.  It cross-cuts the traditional humanities.  I follow Erwin Panofsky's definition of the humanities as those disciplines concerned with interpreting the 'records left by man.'  (Sexism not intended.)  Among the specific items in the assemblage of artifacts and ideas that currently characterize the field are (1) the use XML in a variety of forms, including TEI and serial RDF, to encode texts and data, and (2) the use of mathematical graph theory as a unifying language for describing texts, minds, and societies, and other organis(m|ation)s.","Rafael Alvarado, Dickinson College","2009-01-01"
"Humanist Computing is the application of computational methods and associated tools to address specific humanities research problems. Distinct from general computing approaches, Humanities Computing is embedded within the research concerns of the disciplines and sub-fields that make up the humanities. The methods employed in the field may be used to uncover new knowledge about corpora or to visualise research data in such a way as to uncover additional insights and meaning. Succinctly Humanities Computing is about structuring, analysing and communicating humanistic knowledge in a critical and authorial way using computing technology.","Craig Bellamy, King's College London","2009-01-01"
"Digital Humanities, from my perspective as an educator, has to do with helping students use the skills they have (and are learning) as writers and critical thinkers to compose and critique multi-media works in both academia and their daily lives.","Amanda Cash, College of Lake County","2009-01-01"
"Creating, documenting, deploying and supporting software used in Humanities teaching and research; digitization, archiving and publication of Humanities texts through electronic means; using digital tools to generate and answer research questions related to Humanities texts; collaborating on Humanities projects through digital means; etc. etc...","Martin Holmes, University of Victoria","2009-01-01"
"'Digital' Humanities is a misnomer: there nothing to essentially distinguish it from the disciplines of Arts and Letters as practised for centuries. Just as scientists who utilise grid-computing are not 'digital scientists' but still 'scientists', and fiction authors who publish in hypertext are not 'digital novelists', those working in Arts and Letters who use and generate digital materials and digital tools remain 'humanists'.","Matthew Steven Carlos, Europäische Universität für Interdisziplinäre Studien","2009-01-01"
"Applying spatial information technologies in the field of archaeology is my main subject. But as archaeological data are 'weak', i.e. might have multiple meanings in different contexts, I'm trying to follow up developments in Digital Humanities as a whole. Especially as it is not an established field in German scholarship.","Kai-Christian Bruhn, University of Applied Sciences Mainz","2009-01-01"
"For those us invested in literary studies and bibliophilism, digital humanities may seem like a contradictory and terrifying set of terms. Yet, the divide between the humanities and digital technologies seems to be increasingly blurred, thus rendering 'digital humanities' a complementary set of terms rather than a contradiction. Computing within the humanities is to utilize current computer technologies in the pursuit of literary studies. Digital humanities is the conjoining of different areas of disciplines in order to achieve a richer and more collaborative workspace; digital humanities signals the move towards interdisciplinary approaches within academia and the larger culture around us. E-pedagogy, social media classrooms, digital storytelling, blogs, etc. -- these are merely some examples in the current trend towards more interactive, collaborative, and interdisciplinary ways of learning that allows for a blurring of boundaries. Paving the way for dialogues to occur across different disciplines, digital humanities enables a kind of social utopia in which communication happens beyond the classroom, and even on a global scale. If the humanities concerns itself with the human condition and our place within this world (to put it broadly), it is imperative that humanists address the impact of digital technology on their subjects of inquiries. As English professor Cathy Davidson claimed in a 2009 Modern Language Association panel, this is not the age of digital technology: this is the age of humanists, and it is our tasks to forge and claim our positions as important thinkers and players within today's 'digital age.'","Viola Lasmana, San Francisco State University","2009-01-01"
"Digital Humanities: the creation and preservation of extensible digital archives to document, and tools to interact with, material culture.","Robert Whalen, Northern Michigan University","2009-01-01"
"If you ask to an Italian, a Finnish or an American what HC is, would you get the same kind of answer? So my first answer is to start questioning the nature of your question. I think we need to start to apply the principles of ethnographic research to our field. Considering, for example, the existence of strong cultural differences. The universal language of the digital machine gave us the wrong impression that we all share the same values, methodologies, and approaches to the study of cultural objects. It is not so, and in fact I think there is a huge potential cultural danger in our current obsession with standardization. So my second answer would be that humanities computing is a semiotic oxymoron (pessimistic answer), but also a cultural challenge (optimistic option). Sometimes I ask myself: why HC did not do to humanities what cultural studies did to sociology, anthropology, or philosophy? Think of the profound impact that CS had on their intellectual agendas. My answer is that HC lacked an effective and self-confident cultural vision. This happened, in my opinion, beacause HC until now has been mainly focused on the document culture, and consequently has adopted an approach largely dependent on conservative (or if you prefer 'conservation') practices. The 'paradigm of conservation' is largely dominant in the international scenario, led by historically monolingual and monocultural institutions like TEI, which basically tells the community not just how to encode a text, but what a text is. It has been said by other colleagues that HC is the application of computational methods to humanities research and teaching. This definition is correct, but I think that future of HC would be not just to use and apply formal methods, but to challenge existing discourses, cultures and disciplines. So perhaps the issue would be not how much computing we need for getting the answers, but how much the computer science needs us to ask the right questions.","Domenico Fiormonte, Università Roma Tre","2009-01-01"
"For me, Humanities Computing means the transformation of creative and informative communication (for all individuals, not just academics, students and other experts) via an ever- and expanding array of information and communication technologies, an amplification of the individual's power to research, to write, to communicate, to publish and to participate in, and create new spaces in, the public sphere. Just as I feel that the Humanities enrich everyone's life, humanities transformed by ICTs enrich everyone's life.","Lesley Mary Smith, George Mason University","2009-01-01"
"The best way I've found to describe what Digital Humanities is, in first place to myself, is using a quote from Thomas Pynchon's Crying of Lot 49: 'You know what a miracle is ... another world's intrusion into this one'","Federico Meschini, De Montfort University","2009-01-01"
